element_tran,public,public_num
O=CC[*:*] --->>>--- CN1C(=CC=C[*:*])C(C)(C)c2ccccc21,CCOC(=O)c1c(-c2ccccc2)c2n(c1[*:*])[B-](F)(F)[N+]1=C(C)C(C(=O)O[*:*])=C(c3ccccc3)C1=C2,CCOC(=O)c1c(-c2ccccc2)c2n(c1[*:1])[B-](F)(F)[N+]1=C(C)C(C(=O)O[*:2])=C(c3ccccc3)C1=C2
O=CC[*:*] --->>>--- CN1C(=CC=C[*:*])C(C)(C)c2ccccc21,CCOC(=O)c1c(-c2ccccc2)c2n(c1[*:*])[B-](F)(F)[N+]1=C(C)C([*:*])=C(c3ccccc3)C1=C2,CCOC(=O)c1c(-c2ccccc2)c2n(c1[*:1])[B-](F)(F)[N+]1=C(C)C([*:2])=C(c3ccccc3)C1=C2
O=CC[*:*] --->>>--- CN1C(=CC=C[*:*])C(C)(C)c2ccccc21,CCOC(=O)C1=C([*:*])C2=Cc3c(-c4ccccc4)c(C(=O)OCC)c([*:*])n3[B-](F)(F)[N+]2=C1C,CCOC(=O)C1=C([*:1])C2=Cc3c(-c4ccccc4)c(C(=O)OCC)c([*:2])n3[B-](F)(F)[N+]2=C1C
O=CC[*:*] --->>>--- CN1C(=CC=C[*:*])C(C)(C)c2ccccc21,CCOC(=O)C1=C(c2ccccc2)C2=Cc3c([*:*])c(C(=O)OCC)c([*:*])n3[B-](F)(F)[N+]2=C1C,CCOC(=O)C1=C(c2ccccc2)C2=Cc3c([*:1])c(C(=O)OCC)c([*:2])n3[B-](F)(F)[N+]2=C1C
O=CC[*:*] --->>>--- CN1C(=CC=C[*:*])C(C)(C)c2ccccc21,CCOC(=O)C1=C(c2ccccc2)C2=Cc3c(-c4ccccc4)c([*:*])c([*:*])n3[B-](F)(F)[N+]2=C1C,CCOC(=O)C1=C(c2ccccc2)C2=Cc3c(-c4ccccc4)c([*:1])c([*:2])n3[B-](F)(F)[N+]2=C1C
O=CC[*:*] --->>>--- CN1C(=CC=C[*:*])C(C)(C)c2ccccc21,CCOC(=O)C1=C(c2ccccc2)C2=Cc3c(-c4ccccc4)c(C(=O)O[*:*])c([*:*])n3[B-](F)(F)[N+]2=C1C,CCOC(=O)C1=C(c2ccccc2)C2=Cc3c(-c4ccccc4)c(C(=O)O[*:1])c([*:2])n3[B-](F)(F)[N+]2=C1C
O=CC[*:*] --->>>--- CN1C(=CC=C[*:*])C(C)(C)c2ccccc21,CCOC(=O)C1=C(c2ccccc2)C2=Cc3c(-c4ccccc4)c(C(=O)OC[*:*])c([*:*])n3[B-](F)(F)[N+]2=C1C,CCOC(=O)C1=C(c2ccccc2)C2=Cc3c(-c4ccccc4)c(C(=O)OC[*:1])c([*:2])n3[B-](F)(F)[N+]2=C1C
O=CC[*:*] --->>>--- CN1C(=CC=C[*:*])C(C)(C)c2ccccc21,CCOC(=O)c1c(-c2ccccc2)c2n(c1[*:*])[B-](F)(F)[N+]1=C([*:*])C(C(=O)OC[*:*])=C(c3ccccc3)C1=C2,CCOC(=O)c1c(-c2ccccc2)c2n(c1[*:1])[B-](F)(F)[N+]1=C([*:2])C(C(=O)OC[*:3])=C(c3ccccc3)C1=C2
O=CC[*:*] --->>>--- CN1C(=CC=C[*:*])C(C)(C)c2ccccc21,CCOC(=O)c1c(-c2ccccc2)c2n(c1[*:*])[B-](F)(F)[N+]1=C([*:*])C(C(=O)O[*:*])=C(c3ccccc3)C1=C2,CCOC(=O)c1c(-c2ccccc2)c2n(c1[*:1])[B-](F)(F)[N+]1=C([*:2])C(C(=O)O[*:3])=C(c3ccccc3)C1=C2
O=CC[*:*] --->>>--- CN1C(=CC=C[*:*])C(C)(C)c2ccccc21,CCOC(=O)c1c(-c2ccccc2)c2n(c1[*:*])[B-](F)(F)[N+]1=C([*:*])C([*:*])=C(c3ccccc3)C1=C2,CCOC(=O)c1c(-c2ccccc2)c2n(c1[*:1])[B-](F)(F)[N+]1=C([*:2])C([*:3])=C(c3ccccc3)C1=C2
O=CC[*:*] --->>>--- CN1C(=CC=C[*:*])C(C)(C)c2ccccc21,CCOC(=O)C1=C([*:*])C2=Cc3c(-c4ccccc4)c(C(=O)OCC)c([*:*])n3[B-](F)(F)[N+]2=C1[*:*],CCOC(=O)C1=C([*:1])C2=Cc3c(-c4ccccc4)c(C(=O)OCC)c([*:2])n3[B-](F)(F)[N+]2=C1[*:3]
O=CC[*:*] --->>>--- CN1C(=CC=C[*:*])C(C)(C)c2ccccc21,CCOC(=O)C1=C(c2ccccc2)C2=Cc3c([*:*])c(C(=O)OCC)c([*:*])n3[B-](F)(F)[N+]2=C1[*:*],CCOC(=O)C1=C(c2ccccc2)C2=Cc3c([*:1])c(C(=O)OCC)c([*:2])n3[B-](F)(F)[N+]2=C1[*:3]
O=CC[*:*] --->>>--- CN1C(=CC=C[*:*])C(C)(C)c2ccccc21,CCOC(=O)C1=C(c2ccccc2)C2=Cc3c(-c4ccccc4)c([*:*])c([*:*])n3[B-](F)(F)[N+]2=C1[*:*],CCOC(=O)C1=C(c2ccccc2)C2=Cc3c(-c4ccccc4)c([*:1])c([*:2])n3[B-](F)(F)[N+]2=C1[*:3]
O=CC[*:*] --->>>--- CN1C(=CC=C[*:*])C(C)(C)c2ccccc21,CCOC(=O)C1=C(c2ccccc2)C2=Cc3c(-c4ccccc4)c(C(=O)O[*:*])c([*:*])n3[B-](F)(F)[N+]2=C1[*:*],CCOC(=O)C1=C(c2ccccc2)C2=Cc3c(-c4ccccc4)c(C(=O)O[*:1])c([*:2])n3[B-](F)(F)[N+]2=C1[*:3]
O=CC[*:*] --->>>--- CN1C(=CC=C[*:*])C(C)(C)c2ccccc21,CCOC(=O)C1=C(c2ccccc2)C2=Cc3c(-c4ccccc4)c(C(=O)OC[*:*])c([*:*])n3[B-](F)(F)[N+]2=C1[*:*],CCOC(=O)C1=C(c2ccccc2)C2=Cc3c(-c4ccccc4)c(C(=O)OC[*:1])c([*:2])n3[B-](F)(F)[N+]2=C1[*:3]
O=CC[*:*] --->>>--- CN1C(=CC=C[*:*])C(C)(C)c2ccccc21,CCOC(=O)c1c(-c2ccccc2)c2n(c1[*:*])[B-](F)(F)[N+]1=C(C)C(C(=O)OC[*:*])=C([*:*])C1=C2,CCOC(=O)c1c(-c2ccccc2)c2n(c1[*:1])[B-](F)(F)[N+]1=C(C)C(C(=O)OC[*:2])=C([*:3])C1=C2
O=CC[*:*] --->>>--- CN1C(=CC=C[*:*])C(C)(C)c2ccccc21,CCOC(=O)c1c([*:*])c2n(c1[*:*])[B-](F)(F)[N+]1=C(C)C(C(=O)OC[*:*])=C(c3ccccc3)C1=C2,CCOC(=O)c1c([*:1])c2n(c1[*:2])[B-](F)(F)[N+]1=C(C)C(C(=O)OC[*:3])=C(c3ccccc3)C1=C2
O=CC[*:*] --->>>--- CN1C(=CC=C[*:*])C(C)(C)c2ccccc21,CC1=[N+]2C(=Cc3c(-c4ccccc4)c([*:*])c([*:*])n3[B-]2(F)F)C(c2ccccc2)=C1C(=O)OC[*:*],CC1=[N+]2C(=Cc3c(-c4ccccc4)c([*:1])c([*:2])n3[B-]2(F)F)C(c2ccccc2)=C1C(=O)OC[*:3]
O=CC[*:*] --->>>--- CN1C(=CC=C[*:*])C(C)(C)c2ccccc21,CC1=[N+]2C(=Cc3c(-c4ccccc4)c(C(=O)O[*:*])c([*:*])n3[B-]2(F)F)C(c2ccccc2)=C1C(=O)OC[*:*],CC1=[N+]2C(=Cc3c(-c4ccccc4)c(C(=O)O[*:1])c([*:2])n3[B-]2(F)F)C(c2ccccc2)=C1C(=O)OC[*:3]
O=CC[*:*] --->>>--- CN1C(=CC=C[*:*])C(C)(C)c2ccccc21,CC1=[N+]2C(=Cc3c(-c4ccccc4)c(C(=O)OC[*:*])c([*:*])n3[B-]2(F)F)C(c2ccccc2)=C1C(=O)OC[*:*],CC1=[N+]2C(=Cc3c(-c4ccccc4)c(C(=O)OC[*:1])c([*:2])n3[B-]2(F)F)C(c2ccccc2)=C1C(=O)OC[*:3]
O=CC[*:*] --->>>--- CN1C(=CC=C[*:*])C(C)(C)c2ccccc21,CCOC(=O)c1c(-c2ccccc2)c2n(c1[*:*])[B-](F)(F)[N+]1=C(C)C(C(=O)O[*:*])=C([*:*])C1=C2,CCOC(=O)c1c(-c2ccccc2)c2n(c1[*:1])[B-](F)(F)[N+]1=C(C)C(C(=O)O[*:2])=C([*:3])C1=C2
O=CC[*:*] --->>>--- CN1C(=CC=C[*:*])C(C)(C)c2ccccc21,CCOC(=O)c1c([*:*])c2n(c1[*:*])[B-](F)(F)[N+]1=C(C)C(C(=O)O[*:*])=C(c3ccccc3)C1=C2,CCOC(=O)c1c([*:1])c2n(c1[*:2])[B-](F)(F)[N+]1=C(C)C(C(=O)O[*:3])=C(c3ccccc3)C1=C2
O=CC[*:*] --->>>--- CN1C(=CC=C[*:*])C(C)(C)c2ccccc21,CC1=[N+]2C(=Cc3c(-c4ccccc4)c([*:*])c([*:*])n3[B-]2(F)F)C(c2ccccc2)=C1C(=O)O[*:*],CC1=[N+]2C(=Cc3c(-c4ccccc4)c([*:1])c([*:2])n3[B-]2(F)F)C(c2ccccc2)=C1C(=O)O[*:3]
O=CC[*:*] --->>>--- CN1C(=CC=C[*:*])C(C)(C)c2ccccc21,CC1=[N+]2C(=Cc3c(-c4ccccc4)c(C(=O)O[*:*])c([*:*])n3[B-]2(F)F)C(c2ccccc2)=C1C(=O)O[*:*],CC1=[N+]2C(=Cc3c(-c4ccccc4)c(C(=O)O[*:1])c([*:2])n3[B-]2(F)F)C(c2ccccc2)=C1C(=O)O[*:3]
O=CC[*:*] --->>>--- CN1C(=CC=C[*:*])C(C)(C)c2ccccc21,CC1=[N+]2C(=Cc3c(-c4ccccc4)c(C(=O)OC[*:*])c([*:*])n3[B-]2(F)F)C(c2ccccc2)=C1C(=O)O[*:*],CC1=[N+]2C(=Cc3c(-c4ccccc4)c(C(=O)OC[*:1])c([*:2])n3[B-]2(F)F)C(c2ccccc2)=C1C(=O)O[*:3]
O=CC[*:*] --->>>--- CN1C(=CC=C[*:*])C(C)(C)c2ccccc21,CCOC(=O)c1c(-c2ccccc2)c2n(c1[*:*])[B-](F)(F)[N+]1=C(C)C([*:*])=C([*:*])C1=C2,CCOC(=O)c1c(-c2ccccc2)c2n(c1[*:1])[B-](F)(F)[N+]1=C(C)C([*:2])=C([*:3])C1=C2
O=CC[*:*] --->>>--- CN1C(=CC=C[*:*])C(C)(C)c2ccccc21,CCOC(=O)c1c([*:*])c2n(c1[*:*])[B-](F)(F)[N+]1=C(C)C([*:*])=C(c3ccccc3)C1=C2,CCOC(=O)c1c([*:1])c2n(c1[*:2])[B-](F)(F)[N+]1=C(C)C([*:3])=C(c3ccccc3)C1=C2
O=CC[*:*] --->>>--- CN1C(=CC=C[*:*])C(C)(C)c2ccccc21,CC1=[N+]2C(=Cc3c(-c4ccccc4)c([*:*])c([*:*])n3[B-]2(F)F)C(c2ccccc2)=C1[*:*],CC1=[N+]2C(=Cc3c(-c4ccccc4)c([*:1])c([*:2])n3[B-]2(F)F)C(c2ccccc2)=C1[*:3]
O=CC[*:*] --->>>--- CN1C(=CC=C[*:*])C(C)(C)c2ccccc21,CC1=[N+]2C(=Cc3c(-c4ccccc4)c(C(=O)O[*:*])c([*:*])n3[B-]2(F)F)C(c2ccccc2)=C1[*:*],CC1=[N+]2C(=Cc3c(-c4ccccc4)c(C(=O)O[*:1])c([*:2])n3[B-]2(F)F)C(c2ccccc2)=C1[*:3]
O=CC[*:*] --->>>--- CN1C(=CC=C[*:*])C(C)(C)c2ccccc21,CC1=[N+]2C(=Cc3c(-c4ccccc4)c(C(=O)OC[*:*])c([*:*])n3[B-]2(F)F)C(c2ccccc2)=C1[*:*],CC1=[N+]2C(=Cc3c(-c4ccccc4)c(C(=O)OC[*:1])c([*:2])n3[B-]2(F)F)C(c2ccccc2)=C1[*:3]
O=CC[*:*] --->>>--- CN1C(=CC=C[*:*])C(C)(C)c2ccccc21,CCOC(=O)C1=C([*:*])C2=Cc3c([*:*])c(C(=O)OCC)c([*:*])n3[B-](F)(F)[N+]2=C1C,CCOC(=O)C1=C([*:1])C2=Cc3c([*:2])c(C(=O)OCC)c([*:3])n3[B-](F)(F)[N+]2=C1C
O=CC[*:*] --->>>--- CN1C(=CC=C[*:*])C(C)(C)c2ccccc21,CCOC(=O)C1=C([*:*])C2=Cc3c(-c4ccccc4)c([*:*])c([*:*])n3[B-](F)(F)[N+]2=C1C,CCOC(=O)C1=C([*:1])C2=Cc3c(-c4ccccc4)c([*:2])c([*:3])n3[B-](F)(F)[N+]2=C1C
O=CC[*:*] --->>>--- CN1C(=CC=C[*:*])C(C)(C)c2ccccc21,CCOC(=O)C1=C([*:*])C2=Cc3c(-c4ccccc4)c(C(=O)O[*:*])c([*:*])n3[B-](F)(F)[N+]2=C1C,CCOC(=O)C1=C([*:1])C2=Cc3c(-c4ccccc4)c(C(=O)O[*:2])c([*:3])n3[B-](F)(F)[N+]2=C1C
O=CC[*:*] --->>>--- CN1C(=CC=C[*:*])C(C)(C)c2ccccc21,CCOC(=O)C1=C([*:*])C2=Cc3c(-c4ccccc4)c(C(=O)OC[*:*])c([*:*])n3[B-](F)(F)[N+]2=C1C,CCOC(=O)C1=C([*:1])C2=Cc3c(-c4ccccc4)c(C(=O)OC[*:2])c([*:3])n3[B-](F)(F)[N+]2=C1C
O=CC[*:*] --->>>--- CN1C(=CC=C[*:*])C(C)(C)c2ccccc21,CCOC(=O)C1=C(c2ccccc2)C2=Cc3c([*:*])c([*:*])c([*:*])n3[B-](F)(F)[N+]2=C1C,CCOC(=O)C1=C(c2ccccc2)C2=Cc3c([*:1])c([*:2])c([*:3])n3[B-](F)(F)[N+]2=C1C
O=CC[*:*] --->>>--- CN1C(=CC=C[*:*])C(C)(C)c2ccccc21,CCOC(=O)C1=C(c2ccccc2)C2=Cc3c([*:*])c(C(=O)O[*:*])c([*:*])n3[B-](F)(F)[N+]2=C1C,CCOC(=O)C1=C(c2ccccc2)C2=Cc3c([*:1])c(C(=O)O[*:2])c([*:3])n3[B-](F)(F)[N+]2=C1C
O=CC[*:*] --->>>--- CN1C(=CC=C[*:*])C(C)(C)c2ccccc21,CCOC(=O)C1=C(c2ccccc2)C2=Cc3c([*:*])c(C(=O)OC[*:*])c([*:*])n3[B-](F)(F)[N+]2=C1C,CCOC(=O)C1=C(c2ccccc2)C2=Cc3c([*:1])c(C(=O)OC[*:2])c([*:3])n3[B-](F)(F)[N+]2=C1C
O=CC[*:*] --->>>--- CN1/C(=C/C=C[*:*])C=Cc2ccccc21,CCOC(=O)C1=C(c2ccccc2)C2=Cc3c(-c4ccccc4)c(C(=O)OCC)c([*:*])n3[B-](F)(F)[N+]2=C1C,CCOC(=O)C1=C(c2ccccc2)C2=Cc3c(-c4ccccc4)c(C(=O)OCC)c([*:1])n3[B-](F)(F)[N+]2=C1C
O=CC[*:*] --->>>--- CN1/C(=C/C=C[*:*])C(C)(C)c2ccccc21,CCOC(=O)C1=C(c2ccccc2)C2=Cc3c(-c4ccccc4)c(C(=O)OCC)c([*:*])n3[B-](F)(F)[N+]2=C1C,CCOC(=O)C1=C(c2ccccc2)C2=Cc3c(-c4ccccc4)c(C(=O)OCC)c([*:1])n3[B-](F)(F)[N+]2=C1C
O=CC[*:*] --->>>--- CN(C)c1ccc(C=C[*:*])cc1,CCOC(=O)C1=C(c2ccccc2)C2=Cc3c(-c4ccccc4)c(C(=O)OCC)c([*:*])n3[B-](F)(F)[N+]2=C1[*:*],CCOC(=O)C1=C(c2ccccc2)C2=Cc3c(-c4ccccc4)c(C(=O)OCC)c([*:1])n3[B-](F)(F)[N+]2=C1[*:2]
O=CC[*:*] --->>>--- CN(C)c1ccc(C=C[*:*])cc1,CCOC(=O)c1c(-c2ccccc2)c2n(c1[*:*])[B-](F)(F)[N+]1=C([*:*])C(C(=O)OC[*:*])=C(c3ccccc3)C1=C2,CCOC(=O)c1c(-c2ccccc2)c2n(c1[*:1])[B-](F)(F)[N+]1=C([*:2])C(C(=O)OC[*:3])=C(c3ccccc3)C1=C2
O=CC[*:*] --->>>--- CN(C)c1ccc(C=C[*:*])cc1,CCOC(=O)c1c(-c2ccccc2)c2n(c1[*:*])[B-](F)(F)[N+]1=C([*:*])C(C(=O)O[*:*])=C(c3ccccc3)C1=C2,CCOC(=O)c1c(-c2ccccc2)c2n(c1[*:1])[B-](F)(F)[N+]1=C([*:2])C(C(=O)O[*:3])=C(c3ccccc3)C1=C2
O=CC[*:*] --->>>--- CN(C)c1ccc(C=C[*:*])cc1,CCOC(=O)c1c(-c2ccccc2)c2n(c1[*:*])[B-](F)(F)[N+]1=C([*:*])C([*:*])=C(c3ccccc3)C1=C2,CCOC(=O)c1c(-c2ccccc2)c2n(c1[*:1])[B-](F)(F)[N+]1=C([*:2])C([*:3])=C(c3ccccc3)C1=C2
O=CC[*:*] --->>>--- CN(C)c1ccc(C=C[*:*])cc1,CCOC(=O)C1=C([*:*])C2=Cc3c(-c4ccccc4)c(C(=O)OCC)c([*:*])n3[B-](F)(F)[N+]2=C1[*:*],CCOC(=O)C1=C([*:1])C2=Cc3c(-c4ccccc4)c(C(=O)OCC)c([*:2])n3[B-](F)(F)[N+]2=C1[*:3]
O=CC[*:*] --->>>--- CN(C)c1ccc(C=C[*:*])cc1,CCOC(=O)C1=C(c2ccccc2)C2=Cc3c([*:*])c(C(=O)OCC)c([*:*])n3[B-](F)(F)[N+]2=C1[*:*],CCOC(=O)C1=C(c2ccccc2)C2=Cc3c([*:1])c(C(=O)OCC)c([*:2])n3[B-](F)(F)[N+]2=C1[*:3]
O=CC[*:*] --->>>--- CN(C)c1ccc(C=C[*:*])cc1,CCOC(=O)C1=C(c2ccccc2)C2=Cc3c(-c4ccccc4)c([*:*])c([*:*])n3[B-](F)(F)[N+]2=C1[*:*],CCOC(=O)C1=C(c2ccccc2)C2=Cc3c(-c4ccccc4)c([*:1])c([*:2])n3[B-](F)(F)[N+]2=C1[*:3]
O=CC[*:*] --->>>--- CN(C)c1ccc(C=C[*:*])cc1,CCOC(=O)C1=C(c2ccccc2)C2=Cc3c(-c4ccccc4)c(C(=O)O[*:*])c([*:*])n3[B-](F)(F)[N+]2=C1[*:*],CCOC(=O)C1=C(c2ccccc2)C2=Cc3c(-c4ccccc4)c(C(=O)O[*:1])c([*:2])n3[B-](F)(F)[N+]2=C1[*:3]
O=CC[*:*] --->>>--- CN(C)c1ccc(C=C[*:*])cc1,CCOC(=O)C1=C(c2ccccc2)C2=Cc3c(-c4ccccc4)c(C(=O)OC[*:*])c([*:*])n3[B-](F)(F)[N+]2=C1[*:*],CCOC(=O)C1=C(c2ccccc2)C2=Cc3c(-c4ccccc4)c(C(=O)OC[*:1])c([*:2])n3[B-](F)(F)[N+]2=C1[*:3]
O=CC[*:*] --->>>--- CN(C)C=C[*:*],CCOC(=O)C1=C(c2ccccc2)C2=Cc3c(-c4ccccc4)c(C(=O)OCC)c([*:*])n3[B-](F)(F)[N+]2=C1[*:*],CCOC(=O)C1=C(c2ccccc2)C2=Cc3c(-c4ccccc4)c(C(=O)OCC)c([*:1])n3[B-](F)(F)[N+]2=C1[*:2]
O=CC[*:*] --->>>--- CN(C)C=C[*:*],CCOC(=O)c1c(-c2ccccc2)c2n(c1[*:*])[B-](F)(F)[N+]1=C([*:*])C(C(=O)OC[*:*])=C(c3ccccc3)C1=C2,CCOC(=O)c1c(-c2ccccc2)c2n(c1[*:1])[B-](F)(F)[N+]1=C([*:2])C(C(=O)OC[*:3])=C(c3ccccc3)C1=C2
O=CC[*:*] --->>>--- CN(C)C=C[*:*],CCOC(=O)C1=C(c2ccccc2)C2=Cc3c(-c4ccccc4)c(C(=O)OC[*:*])c([*:*])n3[B-](F)(F)[N+]2=C1[*:*],CCOC(=O)C1=C(c2ccccc2)C2=Cc3c(-c4ccccc4)c(C(=O)OC[*:1])c([*:2])n3[B-](F)(F)[N+]2=C1[*:3]
O=CC[*:*] --->>>--- CN(C)C=C[*:*],CCOC(=O)c1c(-c2ccccc2)c2n(c1[*:*])[B-](F)(F)[N+]1=C([*:*])C(C(=O)O[*:*])=C(c3ccccc3)C1=C2,CCOC(=O)c1c(-c2ccccc2)c2n(c1[*:1])[B-](F)(F)[N+]1=C([*:2])C(C(=O)O[*:3])=C(c3ccccc3)C1=C2
O=CC[*:*] --->>>--- CN(C)C=C[*:*],CCOC(=O)c1c(-c2ccccc2)c2n(c1[*:*])[B-](F)(F)[N+]1=C([*:*])C([*:*])=C(c3ccccc3)C1=C2,CCOC(=O)c1c(-c2ccccc2)c2n(c1[*:1])[B-](F)(F)[N+]1=C([*:2])C([*:3])=C(c3ccccc3)C1=C2
O=CC[*:*] --->>>--- CN(C)C=C[*:*],CCOC(=O)C1=C([*:*])C2=Cc3c(-c4ccccc4)c(C(=O)OCC)c([*:*])n3[B-](F)(F)[N+]2=C1[*:*],CCOC(=O)C1=C([*:1])C2=Cc3c(-c4ccccc4)c(C(=O)OCC)c([*:2])n3[B-](F)(F)[N+]2=C1[*:3]
O=CC[*:*] --->>>--- CN(C)C=C[*:*],CCOC(=O)C1=C(c2ccccc2)C2=Cc3c([*:*])c(C(=O)OCC)c([*:*])n3[B-](F)(F)[N+]2=C1[*:*],CCOC(=O)C1=C(c2ccccc2)C2=Cc3c([*:1])c(C(=O)OCC)c([*:2])n3[B-](F)(F)[N+]2=C1[*:3]
O=CC[*:*] --->>>--- CN(C)C=C[*:*],CCOC(=O)C1=C(c2ccccc2)C2=Cc3c(-c4ccccc4)c([*:*])c([*:*])n3[B-](F)(F)[N+]2=C1[*:*],CCOC(=O)C1=C(c2ccccc2)C2=Cc3c(-c4ccccc4)c([*:1])c([*:2])n3[B-](F)(F)[N+]2=C1[*:3]
O=CC[*:*] --->>>--- CN(C)C=C[*:*],CCOC(=O)C1=C(c2ccccc2)C2=Cc3c(-c4ccccc4)c(C(=O)O[*:*])c([*:*])n3[B-](F)(F)[N+]2=C1[*:*],CCOC(=O)C1=C(c2ccccc2)C2=Cc3c(-c4ccccc4)c(C(=O)O[*:1])c([*:2])n3[B-](F)(F)[N+]2=C1[*:3]
O=CC[*:*] --->>>--- ClC=C[*:*],CCOC(=O)C1=C(c2ccccc2)C2=Cc3c(-c4ccccc4)c(C(=O)OCC)c([*:*])n3[B-](F)(F)[N+]2=C1[*:*],CCOC(=O)C1=C(c2ccccc2)C2=Cc3c(-c4ccccc4)c(C(=O)OCC)c([*:1])n3[B-](F)(F)[N+]2=C1[*:2]
O=CC[*:*] --->>>--- ClC=C[*:*],CCOC(=O)c1c(-c2ccccc2)c2n(c1[*:*])[B-](F)(F)[N+]1=C([*:*])C(C(=O)OC[*:*])=C(c3ccccc3)C1=C2,CCOC(=O)c1c(-c2ccccc2)c2n(c1[*:1])[B-](F)(F)[N+]1=C([*:2])C(C(=O)OC[*:3])=C(c3ccccc3)C1=C2
O=CC[*:*] --->>>--- ClC=C[*:*],CCOC(=O)c1c(-c2ccccc2)c2n(c1[*:*])[B-](F)(F)[N+]1=C([*:*])C(C(=O)O[*:*])=C(c3ccccc3)C1=C2,CCOC(=O)c1c(-c2ccccc2)c2n(c1[*:1])[B-](F)(F)[N+]1=C([*:2])C(C(=O)O[*:3])=C(c3ccccc3)C1=C2
O=CC[*:*] --->>>--- ClC=C[*:*],CCOC(=O)c1c(-c2ccccc2)c2n(c1[*:*])[B-](F)(F)[N+]1=C([*:*])C([*:*])=C(c3ccccc3)C1=C2,CCOC(=O)c1c(-c2ccccc2)c2n(c1[*:1])[B-](F)(F)[N+]1=C([*:2])C([*:3])=C(c3ccccc3)C1=C2
O=CC[*:*] --->>>--- ClC=C[*:*],CCOC(=O)C1=C([*:*])C2=Cc3c(-c4ccccc4)c(C(=O)OCC)c([*:*])n3[B-](F)(F)[N+]2=C1[*:*],CCOC(=O)C1=C([*:1])C2=Cc3c(-c4ccccc4)c(C(=O)OCC)c([*:2])n3[B-](F)(F)[N+]2=C1[*:3]
O=CC[*:*] --->>>--- ClC=C[*:*],CCOC(=O)C1=C(c2ccccc2)C2=Cc3c([*:*])c(C(=O)OCC)c([*:*])n3[B-](F)(F)[N+]2=C1[*:*],CCOC(=O)C1=C(c2ccccc2)C2=Cc3c([*:1])c(C(=O)OCC)c([*:2])n3[B-](F)(F)[N+]2=C1[*:3]
O=CC[*:*] --->>>--- ClC=C[*:*],CCOC(=O)C1=C(c2ccccc2)C2=Cc3c(-c4ccccc4)c([*:*])c([*:*])n3[B-](F)(F)[N+]2=C1[*:*],CCOC(=O)C1=C(c2ccccc2)C2=Cc3c(-c4ccccc4)c([*:1])c([*:2])n3[B-](F)(F)[N+]2=C1[*:3]
O=CC[*:*] --->>>--- ClC=C[*:*],CCOC(=O)C1=C(c2ccccc2)C2=Cc3c(-c4ccccc4)c(C(=O)O[*:*])c([*:*])n3[B-](F)(F)[N+]2=C1[*:*],CCOC(=O)C1=C(c2ccccc2)C2=Cc3c(-c4ccccc4)c(C(=O)O[*:1])c([*:2])n3[B-](F)(F)[N+]2=C1[*:3]
O=CC[*:*] --->>>--- ClC=C[*:*],CCOC(=O)C1=C(c2ccccc2)C2=Cc3c(-c4ccccc4)c(C(=O)OC[*:*])c([*:*])n3[B-](F)(F)[N+]2=C1[*:*],CCOC(=O)C1=C(c2ccccc2)C2=Cc3c(-c4ccccc4)c(C(=O)OC[*:1])c([*:2])n3[B-](F)(F)[N+]2=C1[*:3]
O=CC[*:*] --->>>--- CCN1C(=CC=C[*:*])Sc2ccccc21,CCOC(=O)C1=C(c2ccccc2)C2=Cc3c(-c4ccccc4)c(C(=O)OCC)c([*:*])n3[B-](F)(F)[N+]2=C1[*:*],CCOC(=O)C1=C(c2ccccc2)C2=Cc3c(-c4ccccc4)c(C(=O)OCC)c([*:1])n3[B-](F)(F)[N+]2=C1[*:2]
O=CC[*:*] --->>>--- CCN1C(=CC=C[*:*])Sc2ccccc21,CCOC(=O)c1c(-c2ccccc2)c2n(c1[*:*])[B-](F)(F)[N+]1=C(C)C(C(=O)OC[*:*])=C(c3ccccc3)C1=C2,CCOC(=O)c1c(-c2ccccc2)c2n(c1[*:1])[B-](F)(F)[N+]1=C(C)C(C(=O)OC[*:2])=C(c3ccccc3)C1=C2
O=CC[*:*] --->>>--- CCN1C(=CC=C[*:*])Sc2ccccc21,CCOC(=O)c1c(-c2ccccc2)c2n(c1[*:*])[B-](F)(F)[N+]1=C(C)C(C(=O)O[*:*])=C(c3ccccc3)C1=C2,CCOC(=O)c1c(-c2ccccc2)c2n(c1[*:1])[B-](F)(F)[N+]1=C(C)C(C(=O)O[*:2])=C(c3ccccc3)C1=C2
O=CC[*:*] --->>>--- CCN1C(=CC=C[*:*])Sc2ccccc21,CCOC(=O)c1c(-c2ccccc2)c2n(c1[*:*])[B-](F)(F)[N+]1=C(C)C([*:*])=C(c3ccccc3)C1=C2,CCOC(=O)c1c(-c2ccccc2)c2n(c1[*:1])[B-](F)(F)[N+]1=C(C)C([*:2])=C(c3ccccc3)C1=C2
O=CC[*:*] --->>>--- CCN1C(=CC=C[*:*])Sc2ccccc21,CCOC(=O)C1=C([*:*])C2=Cc3c(-c4ccccc4)c(C(=O)OCC)c([*:*])n3[B-](F)(F)[N+]2=C1C,CCOC(=O)C1=C([*:1])C2=Cc3c(-c4ccccc4)c(C(=O)OCC)c([*:2])n3[B-](F)(F)[N+]2=C1C
